DR3Name;RAdeg;DEdeg;SolID;Source;RandomI;e_RAdeg;e_DEdeg;Plx;e_Plx;RPlx;PM;pmRA;e_pmRA;pmDE;e_pmDE;RADEcor;RAPlxcor;RApmRAcor;RApmDEcor;DEPlxcor;DEpmRAcor;DEpmDEcor;PlxpmRAcor;PlxpmDEcor;pmRApmDEcor;NAL;NAC;NgAL;NbAL;gofAL;chi2AL;epsi;sepsi;Solved;APF;nueff;pscol;e_pscol;RApscolCorr;DEpscolCorr;PlxpscolCorr;pmRApscolCorr;pmDEpscolCorr;MatchObsA;Nper;amax;MatchObs;NewMatchObs;MatchObsrm;IPDgofha;IPDgofhp;IPDfmp;IPDfow;RUWE;SDSk1;SDSk2;SDSk3;SDSk4;SDMk1;SDMk2;SDMk3;SDMk4;Dup;o_Gmag;FG;e_FG;RFG;Gmag;e_Gmag;o_BPmag;FBP;e_FBP;RFBP;BPmag;e_BPmag;o_RPmag;FRP;e_FRP;RFRP;RPmag;e_RPmag;E(BP/RP);NBPcont;NBPblend;NRPcont;NRPblend;Mode;BP-RP;BP-G;G-RP;RV;e_RV;n_RV;o_RV;o_RVd;RVNper;RVS/N;RVgof;RVchi2;RVTdur;RVamp;RVtempTeff;RVtemplogg;RVtemp[Fe/H];Vatmparam;Vbroad;e_Vbroad;o_Vbroad;GRVSmag;e_GRVSmag;o_GRVSmag;RVSS/N;VarFlag;GLON;GLAT;ELON;ELAT;QSO?;Gal?;NSS?;XPcont?;XPsamp?;RVS?;EpochPh?;EpochRV?;MCMCGSP?;MCMCMSC?;And?;PQSO;PGal;PSS;Teff;b_Teff;B_Teff;logg;b_logg;B_logg;[Fe/H];b_[Fe/H];B_[Fe/H];Dist;b_Dist;B_Dist;A0;b_A0;B_A0;AG;b_AG;B_AG;E(BP-RP);b_E(BP-RP);B_E(BP-RP);Lib;HIP;dHIP;nHIP;f_HIP;PS1coid;PS1;dPS1;nPS1;mPS1;f_PS1;SDSS13coid;SDSS13;dSDSS13;nSDSS13;mSDSS13;f_SDSS13;SKYM2;dSKYM2;nSKYM2;mSKYM2;f_SKYM2;TYC2;dTYC2;f_TYC2;TYC2moid;nTYC2;URAT1;dURAT1;f_URAT1;URAT1oid;nURAT1;mURAT1;AllWISE;dAllWISE;f_AllWISE;AllWISEoid;nAllWISE;mAllWISE;APASS9coid;APASS9;dAPASS9;nAPASS9;mAPASS9;f_APASS9;GSC23;dGSC23;f_GSC23;GSC23coid;nGSC23;mGSC23;RAVE5;dRAVE5;f_RAVE5;RAVE5coid;nRAVE5;2MASS;d2MASS;f_2MASS;2MASScoid;n2MASS;m2MASS;RAVE6;dRAVE6;f_RAVE6;RAVE6oid;nRAVE6;RAJ2000;DEJ2000;e_RAJ2000;e_DEJ2000;RADEcorJ2000
Gaia DR3 604914708777297280;132.78847360548;11.80572319414;1636148068921376768;604914708777297280;149915611;0.0150;0.0081;1.1881;0.0186;63.7450;10.515;-10.072;0.019;-3.019;0.014;-0.3722;-0.2336;-0.2399;0.0758;0.2305;0.1218;-0.0731;0.3371;-0.1425;-0.4082;332;9;331;1;1.5909;3.7832e+02;0.000;0.0000e+00;31;0;1.574;;;;;;;;38;17;0.028883;42;9;0;4.910e-02;1.473e+01;0;0;1.062;;;;;;;;;0;338;96171.56600;1.97755e+01;4.86316e+03;13.229750;0.002764;36;5.33208e+04;3.21430e+01;1.65886e+03;13.521301;0.002866;36;6.13425e+04;3.89060e+01;1.57668e+03;12.778492;0.003842;1.192;0;0;0;1;0;0.742809;0.291552;0.451258;35.53;2.38;2;19;5;13;1.2401e+01;;;870.880;;6000.0;4.5;-0.50;101;;;;12.566480;0.045549;14;;NOT_AVAILABLE;215.67225205943;31.86618630212;131.92388836581;-5.62568705181;0;0;0;1;1;0;0;0;1;1;0;0.000000;0.000000;0.999790;6060.2;6035.2;6082.9;4.1549;4.1221;4.2042;-0.2476;-0.2675;-0.2308;748.7021;706.7992;772.6306;0.1099;0.0959;0.1222;0.0938;0.0818;0.1044;0.0506;0.0441;0.0563;MARCS;;;;;1225476062;122161327885467346;0.033368;1;0;40;;;;;;;;;;;;;;;;;URAT1-510153070;0.047958;40;64451965;1;0;J085109.24+114820.6;0.039180;8;454798516;1;0;;;;;;;N8X7000751;0.196126;10;620826271;1;0;;;;;;08510925+1148206;0.129220;8;328692852;1;0;;;;;;132.78851933845;11.80573661304;0.306341;0.229759;-0.4102
Gaia DR3 604910443873993600;132.82635064638;11.72365302968;1636148068921376768;604910443873993600;1516801484;0.0144;0.0077;1.1332;0.0170;66.7360;11.734;-11.315;0.018;-3.106;0.013;-0.2787;-0.1076;-0.1961;0.0308;0.1386;0.0589;-0.0247;0.2323;-0.1630;-0.2677;366;0;365;1;-0.5651;3.5070e+02;0.000;2.1184e-15;31;0;1.573;;;;;;;;42;18;0.025704;44;9;0;8.307e-02;1.449e+01;0;0;0.978;3.756e-01;5.593e-01;3.257e-01;2.415e-01;-171.907;10.914;-53.219;-17.781;0;363;91968.45227;1.57661e+01;5.83332e+03;13.278270;0.002762;40;5.09209e+04;3.21697e+01;1.58289e+03;13.571301;0.002873;38;5.88736e+04;2.47255e+01;2.38109e+03;12.823094;0.003807;1.194;0;1;0;0;0;0.748207;0.293032;0.455175;33.21;2.42;2;19;5;13;1.2574e+01;;;902.362;;6000.0;4.5;-0.50;101;;;;12.632576;0.037978;14;;NOT_AVAILABLE;215.77828893346;31.86547226809;131.98215220706;-5.69459921288;0;0;0;1;1;0;0;0;0;1;0;0.000000;0.000000;0.999739;6122.4;6075.9;6135.4;4.1979;4.1708;4.2350;-0.3324;-0.3517;-0.3244;803.5662;756.9246;838.3649;0.1061;0.0808;0.1136;0.0904;0.0687;0.0968;0.0486;0.0369;0.0521;PHOENIX;;;;;1223541960;122061328264408862;0.035112;1;0;40;;;;;;;;;;;;;;;;;URAT1-509150385;0.047561;40;64181875;1;0;J085118.32+114325.1;0.052787;8;454318700;1;0;38473740;5188601;0.026991;1;0;8;N8X7000864;0.251856;8;620282839;1;0;;;;;;08511833+1143251;0.063152;8;328452043;1;0;;;;;;132.82640200852;11.72366683354;0.284768;0.212066;-0.2684
Gaia DR3 604914536978619520;132.74674931693;11.77026559691;1636148068921376768;604914536978619520;546656569;0.0143;0.0076;1.2153;0.0171;71.1464;11.283;-10.910;0.018;-2.875;0.013;-0.3059;-0.1480;-0.1841;0.0568;0.1405;0.0822;-0.0858;0.2095;-0.0618;-0.2625;372;0;370;2;1.2029;4.0423e+02;0.000;0.0000e+00;31;1;1.562;;;;;;;;43;17;0.025433;45;9;0;7.947e-02;1.422e+01;0;0;1.044;3.076e-01;5.797e-01;2.287e-01;1.888e-01;-172.930;11.638;-52.966;-16.658;0;369;90413.91439;1.51579e+01;5.96479e+03;13.296779;0.002761;43;4.90202e+04;2.04856e+01;2.39291e+03;13.612604;0.002827;41;5.90239e+04;2.45103e+01;2.40813e+03;12.820325;0.003806;1.195;0;1;0;0;0;0.792279;0.315825;0.476454;35.11;2.91;2;18;2;14;1.1889e+01;;;902.362;;5750.0;3.5;-0.25;222;;;;12.594034;0.034272;16;;NOT_AVAILABLE;215.69002356365;31.81424814316;131.89405630002;-5.67089954279;0;0;0;0;0;0;0;0;1;1;0;0.000000;0.000000;0.999762;5714.4;5712.9;5716.7;4.2015;4.1951;4.2074;-0.2831;-0.2885;-0.2775;761.7962;752.9600;770.4065;0.0008;0.0002;0.0021;0.0006;0.0001;0.0017;0.0003;0.0001;0.0010;MARCS;;;;;1224641074;122121327468264798;0.035181;1;0;8;171607637;1237670964308476051;0.127393;1;0;8;;;;;;;;;;;URAT1-509150293;0.046259;40;64335154;1;0;J085059.22+114612.9;0.022470;8;454591009;1;0;38493989;5188661;0.100055;1;0;8;N8X7000117;0.258882;8;620590823;1;0;J085059.2+114613;0.121552;8;451684;1;08505923+1146129;0.060018;8;328588468;1;0;20120419_0850p11_045;0.121552;8;451572;1;132.74679884909;11.77027837264;0.283692;0.204909;-0.2652
Gaia DR3 604913952863074688;132.72263104009;11.74295266843;1636148068921376768;604913952863074688;762958751;0.0150;0.0078;1.1557;0.0179;64.6938;11.340;-10.961;0.019;-2.904;0.014;-0.2580;-0.0700;-0.0459;0.0473;0.0448;0.0389;-0.0376;0.2079;-0.1454;-0.2750;369;0;367;2;0.0823;3.6649e+02;0.000;0.0000e+00;31;0;1.557;;;;;;;;42;18;0.027484;44;7;0;8.765e-02;1.150e+01;0;0;1.002;3.167e-01;5.950e-01;2.492e-01;2.218e-01;-165.093;8.909;-48.265;-13.836;0;361;78677.26800;1.44940e+01;5.42826e+03;13.447743;0.002763;40;4.23497e+04;2.38129e+01;1.77843e+03;13.771416;0.002856;40;5.18742e+04;2.14395e+01;2.41957e+03;12.960517;0.003806;1.198;0;1;0;1;0;0.810899;0.323672;0.487226;39.12;3.25;2;20;8;12;1.0858e+01;;;719.615;;5750.0;4.5;0.00;222;;;;12.702523;0.100987;12;;NOT_AVAILABLE;215.70756320755;31.78136480125;131.87866271990;-5.70359361912;0;0;0;0;0;0;0;0;1;1;0;0.000000;0.000000;0.999751;5657.4;5655.5;5659.7;4.2077;4.2002;4.2144;-0.2704;-0.2766;-0.2635;793.3291;783.8091;804.7764;0.0008;0.0002;0.0025;0.0007;0.0001;0.0021;0.0004;0.0000;0.0011;MARCS;;;;;1223997385;122091327227222021;0.032698;1;0;8;171407634;1237670964308475962;0.151328;1;0;8;;;;;;;;;;;URAT1-509150278;0.049941;40;64244890;1;0;J085053.43+114434.6;0.024014;8;454431241;1;0;38482115;5188655;0.028766;1;0;8;N8X7000125;0.066319;8;620410291;1;0;;;;;;08505344+1144346;0.074025;8;328508264;1;0;;;;;;132.72268079826;11.74296557732;0.305853;0.222418;-0.2776
Gaia DR3 604911199788235648;132.81779657290;11.74247023665;1636148068921376768;604911199788235648;721409178;0.0152;0.0084;1.1728;0.0182;64.3610;11.388;-11.026;0.018;-2.850;0.014;-0.2645;-0.1317;-0.1586;0.0865;0.1189;0.0899;-0.0854;0.2829;-0.1838;-0.2649;357;0;356;1;3.5260;4.5871e+02;0.046;1.7967e+00;31;0;1.568;;;;;;;;41;18;0.026709;44;9;0;8.119e-02;1.337e+01;0;0;1.135;3.697e-01;5.486e-01;3.109e-01;2.523e-01;-171.397;11.081;-53.041;-19.201;0;328;90005.96059;1.90422e+01;4.72666e+03;13.301689;0.002765;40;4.94560e+04;3.33321e+01;1.48373e+03;13.602995;0.002885;36;5.81698e+04;2.83846e+01;2.04934e+03;12.836152;0.003816;1.196;0;1;0;0;0;0.766843;0.301306;0.465537;29.18;3.61;2;20;2;11;1.2528e+01;;;902.362;;5750.0;4.5;-0.75;101;;;;12.675593;0.046836;18;;NOT_AVAILABLE;215.75403928244;31.86575775524;131.96891388281;-5.67876566866;0;0;0;1;1;0;0;0;1;1;0;0.000000;0.000000;0.999790;5940.2;5926.9;5955.8;4.1830;4.1742;4.1910;-0.3150;-0.3273;-0.3004;807.1310;795.8023;818.9158;0.0929;0.0858;0.1015;0.0789;0.0728;0.0863;0.0426;0.0392;0.0465;MARCS;;;;;1223985959;122091328178911439;0.032074;1;0;8;;;;;;;;;;;;;;;;;URAT1-509150368;0.047643;40;64243299;1;0;J085116.27+114432.8;0.032333;8;454428465;1;0;38481887;5188615;0.134467;1;0;8;N8X7000848;0.155283;8;620406885;1;0;;;;;;08511628+1144328;0.081342;8;328506846;1;0;;;;;;132.81784662408;11.74248290195;0.294296;0.219700;-0.2697
Gaia DR3 604912368019294976;132.66864453604;11.70320336147;1636148068921376768;604912368019294976;1430984460;0.0178;0.0089;1.1445;0.0201;56.9719;11.419;-10.974;0.023;-3.157;0.017;-0.2134;-0.1335;-0.0699;0.1566;0.0934;0.1200;-0.1243;0.0391;-0.0409;-0.2310;367;0;365;2;0.3145;3.7126e+02;0.000;0.0000e+00;31;0;1.567;;;;;;;;42;17;0.032636;44;8;0;8.402e-02;1.188e+01;2;0;1.011;3.120e-01;5.929e-01;2.463e-01;2.648e-01;-169.160;7.568;-51.734;-13.991;0;377;51462.02040;1.15470e+01;4.45674e+03;13.908649;0.002766;40;2.81449e+04;1.49402e+01;1.88383e+03;14.215045;0.002849;41;3.31996e+04;1.60476e+01;2.06882e+03;13.445065;0.003816;1.192;0;1;0;0;0;0.769980;0.306396;0.463585;32.68;3.82;2;21;2;13;7.9520e+00;;;751.097;;6000.0;4.0;0.00;222;;;;13.193325;0.050199;20;;NOT_AVAILABLE;215.72393999242;31.71670963171;131.83835590214;-5.75618434098;0;0;0;1;1;0;0;0;0;1;0;0.000000;0.000000;0.999853;5949.4;5936.5;5961.0;4.3459;4.3277;4.3709;-0.2958;-0.3076;-0.2860;820.2372;788.9447;843.8241;0.0315;0.0250;0.0375;0.0265;0.0211;0.0317;0.0142;0.0113;0.0170;PHOENIX;;;;;1223058021;122041326687324328;0.025340;1;0;40;171114114;1237670964308410605;0.045019;1;0;40;;;;;;;;;;;URAT1-509150222;0.045378;40;64114409;1;0;J085040.47+114211.5;0.020861;8;454199040;1;0;38464947;5188635;0.083933;1;0;8;N8X7000146;0.143122;8;620147356;1;0;;;;;;08504048+1142115;0.089482;8;328392032;1;0;;;;;;132.66869434389;11.70321739347;0.368885;0.265948;-0.2407
Gaia DR3 604914777496782720;132.75644759318;11.79726582779;1636148068921376768;604914777496782720;497966719;0.0164;0.0090;1.1193;0.0189;59.0923;11.570;-11.036;0.019;-3.472;0.014;-0.2946;-0.1252;-0.2120;0.1290;0.1049;0.1310;-0.1395;0.2460;-0.0893;-0.2249;355;0;355;0;5.0033;5.0436e+02;0.059;2.9956e+00;31;0;1.566;;;;;;;;41;18;0.027970;43;10;0;7.939e-02;1.481e+01;0;0;1.194;3.698e-01;5.566e-01;2.923e-01;2.103e-01;-169.298;10.927;-50.684;-19.228;0;354;85380.48267;1.83167e+01;4.66135e+03;13.358971;0.002765;38;4.67658e+04;3.54045e+01;1.32090e+03;13.663722;0.002909;39;5.53379e+04;2.00623e+01;2.75830e+03;12.890340;0.003800;1.196;0;2;0;0;0;0.773382;0.304751;0.468631;32.71;2.39;2;21;6;14;1.2328e+01;;;902.362;;5750.0;4.0;-0.25;111;;;;12.606586;0.038340;15;;NOT_AVAILABLE;215.66584533884;31.83417577598;131.89587660725;-5.64233619133;0;0;0;1;1;0;0;0;1;1;0;0.000000;0.000000;0.999843;5820.4;5803.6;5836.5;4.1710;4.1593;4.1838;-0.3585;-0.3752;-0.3417;834.9728;816.6597;852.5608;0.0356;0.0255;0.0454;0.0301;0.0215;0.0384;0.0162;0.0116;0.0207;MARCS;;;;;1225277004;122151327565397197;0.039125;1;0;8;171805030;1237671125370339536;0.104216;1;0;40;;;;;;;;;;;URAT1-509150302;0.049517;40;64424051;1;0;J085101.55+114750.1;0.122360;8;454749013;1;0;38505771;5188667;1.633504;1;0;8;N8X7000111;0.204455;8;620769949;1;0;J085101.6+114750;0.014924;8;451692;1;08510156+1147501;0.052979;8;328667885;1;0;20120413_0850p11_042;0.014924;8;451580;1;132.75649770229;11.79728126025;0.311632;0.227617;-0.2331
Gaia DR3 604915189813463808;132.69855150188;11.79793944290;1636148068921376768;604915189813463808;1628355148;0.0145;0.0079;1.1167;0.0179;62.2247;11.575;-11.158;0.018;-3.077;0.014;-0.2777;-0.0364;-0.0135;0.1028;0.1046;0.1075;-0.0908;0.3555;-0.0034;-0.2714;389;0;388;1;1.5593;4.3002e+02;0.022;4.1764e-01;31;0;1.577;;;;;;;;45;17;0.026712;47;8;0;7.258e-02;1.459e+01;0;0;1.056;2.755e-01;5.736e-01;2.436e-01;1.762e-01;-169.490;11.232;-49.975;-17.650;0;396;77120.63633;1.43435e+01;5.37671e+03;13.469440;0.002763;45;4.30484e+04;2.26724e+01;1.89871e+03;13.753651;0.002848;43;4.88318e+04;1.93262e+01;2.52672e+03;13.026138;0.003804;1.191;0;2;0;0;0;0.727512;0.284210;0.443302;35.02;3.79;2;19;2;13;1.0330e+01;;;902.362;;6250.0;4.0;0.00;222;;;;12.817524;0.050188;18;;NOT_AVAILABLE;215.63720940253;31.78298895621;131.84087782098;-5.65705836596;0;0;0;1;1;0;0;0;1;1;0;0.000000;0.000000;0.999640;5938.0;5933.7;5946.0;4.1428;4.1318;4.1555;-0.2845;-0.2929;-0.2757;819.0902;805.5356;831.0040;0.0035;0.0009;0.0083;0.0030;0.0008;0.0071;0.0016;0.0004;0.0038;MARCS;;;;;1225292739;122151326986328008;0.029652;1;0;8;171810084;1237671125370339346;0.060831;1;0;40;;;;;;;;;;;URAT1-509150254;0.047420;40;64426339;1;0;J085047.65+114752.5;0.029664;8;454753032;1;0;38506044;5188679;0.048747;1;0;8;N8X7000110;0.139159;8;620774625;1;0;;;;;;08504766+1147525;0.072082;8;328669894;1;0;;;;;;132.69860216449;11.79795312057;0.293830;0.218369;-0.2793
Gaia DR3 604911509025877248;132.77006290560;11.76578792473;1636148068921376768;604911509025877248;734845555;0.0147;0.0087;1.1298;0.0177;63.9273;11.522;-11.180;0.018;-2.785;0.013;-0.3705;-0.1492;-0.2477;0.1720;0.1825;0.1881;-0.2046;0.3012;-0.1718;-0.2940;330;0;329;1;-0.8282;3.0594e+02;0.000;0.0000e+00;31;0;1.566;;;;;;;;38;18;0.026450;40;10;0;8.314e-02;9.297e+00;0;0;0.967;3.622e-01;5.370e-01;3.058e-01;2.073e-01;-175.418;15.862;-53.962;-25.723;0;345;84723.11882;1.31530e+02;6.44133e+02;13.367362;0.003230;37;4.63015e+04;2.48508e+02;1.86318e+02;13.674554;0.006461;37;5.50943e+04;2.58727e+02;2.12944e+02;12.895129;0.006347;1.197;0;0;0;0;0;0.779425;0.307192;0.472233;25.09;11.18;2;19;2;14;1.1775e+01;;;902.362;;5750.0;4.5;-0.50;101;;;;12.685941;0.024760;18;;VARIABLE;215.70606083188;31.83309713000;131.91735247525;-5.66901527042;0;0;0;0;0;0;1;0;1;1;0;0.000000;0.000000;0.999712;6048.4;6030.1;6066.9;4.1725;4.1558;4.1846;-0.3260;-0.3406;-0.3118;850.9714;834.5228;875.3156;0.1250;0.1151;0.1353;0.1060;0.0975;0.1147;0.0570;0.0524;0.0617;PHOENIX;;;;;1224535480;122111327701409423;0.035938;1;0;8;;;;;;;;;;;;;;;;;URAT1-509150316;0.049310;40;64320287;1;0;J085104.81+114556.8;0.011867;8;454564924;1;0;38491972;5188624;0.380251;1;0;8;N8X7000819;0.161199;8;620561096;1;0;;;;;;08510483+1145568;0.035452;8;328575302;1;0;;;;;;132.77011366143;11.76580030268;0.287619;0.211073;-0.3044
Gaia DR3 604914983655019520;132.75879094360;11.81701831741;1636148068921376768;604914983655019520;629958110;0.0402;0.0238;1.2799;0.0483;26.4771;11.242;-10.812;0.048;-3.078;0.038;-0.2911;-0.0801;-0.0561;0.0935;0.1065;0.0978;-0.0622;0.3188;-0.0406;-0.2277;371;0;371;0;46.4079;3.7949e+03;0.352;1.1411e+02;31;0;1.564;;;;;;;;43;18;0.069826;45;10;0;7.023e-02;1.027e+01;7;0;3.137;3.442e-01;5.361e-01;2.592e-01;2.095e-01;-168.768;13.713;-51.627;-22.991;0;384;101275.27316;7.60104e+01;1.33239e+03;13.173609;0.002873;42;5.58863e+04;3.97377e+01;1.40638e+03;13.470280;0.002895;43;6.73802e+04;4.06004e+01;1.65959e+03;12.676565;0.003836;1.217;0;0;0;0;0;0.793715;0.296671;0.497044;37.68;3.39;2;22;6;14;1.4719e+01;;;902.362;;5750.0;4.5;-0.75;111;;;;12.467370;0.034884;16;;NOT_AVAILABLE;215.64585883990;31.84452618493;131.89270897210;-5.62270242019;0;0;0;1;1;0;0;0;1;1;0;0.000000;0.000000;0.999943;6171.4;6161.0;6181.1;4.1910;4.1544;4.2165;-0.3907;-0.3983;-0.3840;738.8333;709.0833;784.0068;0.2376;0.2324;0.2429;0.2020;0.1976;0.2066;0.1090;0.1065;0.1114;PHOENIX;;;;;1225742399;122181327588650902;0.037066;1;0;8;171950931;1237671125370339559;0.092839;1;0;8;;;;;;;;;;;URAT1-510153020;0.048910;40;64489285;1;0;J085102.11+114901.0;0.205598;72;454864397;1;0;38514278;5188675;0.647225;1;0;8;N8X7000096;0.257394;8;620901505;1;0;;;;;;08510212+1149012;0.057944;8;328726170;1;0;;;;;;132.75884003920;11.81703199655;0.772366;0.602698;-0.2353
Gaia DR3 604910340794779264;132.82537233082;11.71519975036;1636148068921376768;604910340794779264;149267260;0.0131;0.0073;1.1652;0.0153;76.2632;11.354;-10.998;0.016;-2.823;0.012;-0.3037;-0.1393;-0.2207;0.0901;0.1513;0.1071;-0.1506;0.2143;-0.1444;-0.2417;375;0;375;0;-0.4210;3.8116e+02;0.000;0.0000e+00;31;0;1.570;;;;;;;;43;18;0.023084;45;11;0;8.152e-02;1.426e+01;0;0;0.984;3.425e-01;5.387e-01;2.834e-01;2.191e-01;-172.959;13.010;-53.190;-23.464;0;390;105158.32838;1.75735e+01;5.98392e+03;13.132758;0.002761;39;5.79747e+04;2.67946e+01;2.16367e+03;13.430447;0.002835;40;6.76137e+04;3.68895e+01;1.83287e+03;12.672810;0.003826;1.194;0;0;0;0;0;0.757637;0.297688;0.459949;31.73;2.65;2;18;1;12;1.4905e+01;;;902.362;;6500.0;4.0;0.25;222;;;;12.428371;0.069688;17;;NOT_AVAILABLE;215.78685146617;31.86105752428;131.98353426434;-5.70299470553;0;0;0;0;0;0;0;0;0;1;0;0.000000;0.000000;0.999772;6038.7;6030.2;6046.9;4.1368;4.1290;4.1448;-0.2790;-0.2857;-0.2722;829.8547;819.2521;840.7805;0.0654;0.0609;0.0696;0.0555;0.0516;0.0591;0.0298;0.0277;0.0317;PHOENIX;;;;;1223341887;122051328254498721;0.037006;1;0;8;;;;;;;;;;;;;;;;;URAT1-509150382;0.052757;40;64153926;1;0;J085118.09+114254.6;0.038206;8;454269269;1;0;38470079;5188600;0.178903;1;0;8;N8X7000870;0.231196;8;620226767;1;0;;;;;;08511810+1142547;0.058354;8;328427185;1;0;;;;;;132.82542224935;11.71521229662;0.257263;0.187429;-0.2464
Gaia DR3 604914944999667328;132.74593915519;11.81597599109;1636148068921376768;604914944999667328;1770777843;0.0144;0.0079;1.1448;0.0172;66.5355;11.347;-11.020;0.017;-2.706;0.014;-0.2996;-0.1635;-0.1738;0.0474;0.1556;0.0881;-0.0790;0.3166;-0.0852;-0.2573;374;0;372;2;-1.4795;3.3097e+02;0.000;2.0981e-15;31;0;1.575;;;;;;;;43;18;0.025634;45;9;0;7.305e-02;1.478e+01;0;0;0.945;3.000e-01;5.605e-01;2.320e-01;2.078e-01;-173.432;11.975;-55.115;-17.497;0;381;81486.72406;1.66685e+01;4.88868e+03;13.409650;0.002764;36;4.53693e+04;3.21481e+01;1.41126e+03;13.696637;0.002894;41;5.22301e+04;6.28306e+01;8.31285e+02;12.953093;0.003999;1.198;0;0;0;0;0;0.743545;0.286987;0.456557;31.72;3.73;2;11;6;8;8.4609e+00;;;902.362;;6000.0;4.5;-0.25;101;;;;12.710261;0.092862;5;;NOT_AVAILABLE;215.64077699705;31.83266488728;131.88082703425;-5.62711882361;0;0;0;1;1;0;0;0;1;1;0;0.000000;0.000000;0.999442;5938.9;5917.6;5966.0;4.1896;4.1562;4.2304;-0.2503;-0.2742;-0.2265;750.0177;720.3905;775.2351;0.0277;0.0156;0.0423;0.0235;0.0132;0.0360;0.0126;0.0071;0.0194;MARCS;;;;;1225717827;122171327460159702;0.034252;1;0;40;171943248;1237671125370339468;0.104644;1;0;8;;;;;;;;;;;URAT1-510153001;0.032524;8;64485810;1;0;;;;;;;38513786;5188672;1.070461;1;0;8;N8X7000098;0.257315;8;620895380;1;0;;;;;;08505903+1148576;0.037602;8;328723169;1;0;;;;;;132.74598919285;11.81598801979;0.281721;0.218158;-0.2599
Gaia DR3 604911268509027328;132.81012617052;11.75093291909;1636148068921376768;604911268509027328;273593865;0.0159;0.0089;1.1856;0.0183;64.9028;11.207;-10.804;0.019;-2.979;0.014;-0.2507;-0.0208;-0.1914;0.1395;0.1551;0.1441;-0.1495;0.1857;-0.0500;-0.2663;346;328;346;0;2.1776;6.2104e+02;0.083;8.5488e+00;31;1;1.582;;;;;;;;42;18;0.027706;44;10;0;1.107e-01;1.333e+01;0;0;1.084;;;;;;;;;0;339;158984.87927;3.31498e+01;4.79595e+03;12.683977;0.002765;3;9.07957e+04;5.15950e+02;1.75978e+02;12.943379;0.006771;2;1.01054e+05;1.26288e+00;8.00190e+04;12.236511;0.003779;1.207;0;0;0;0;0;0.706868;0.259402;0.447466;33.27;2.01;1;16;12;10;1.5082e+01;1.2992e+00;0.034429;870.880;25.83;6000.0;4.0;0.25;111;;;;11.971911;0.052113;4;;NOT_AVAILABLE;215.74128641259;31.86248635936;131.95934057496;-5.67266143247;0;0;0;0;0;0;0;0;0;1;0;0.000000;0.000000;0.999146;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;132.81017521688;11.75094616123;0.306415;0.232896;-0.2748
Gaia DR3 604912406674856064;132.69199810715;11.71895934726;1636148068921376768;604912406674856064;1524110750;0.0189;0.0100;1.1260;0.0218;51.7287;11.412;-11.078;0.025;-2.742;0.018;-0.2262;-0.0841;0.0082;0.0613;0.1049;0.0466;-0.0229;0.0716;-0.0564;-0.1863;388;195;388;0;3.2758;8.9380e+02;0.122;1.6380e+01;31;0;1.573;;;;;;;;44;18;0.035147;46;8;0;8.709e-02;1.178e+01;0;0;1.120;;;;;;;;;0;399;121976.12438;2.34271e+01;5.20663e+03;12.971680;0.002763;44;6.76017e+04;3.63520e+01;1.85964e+03;13.263647;0.002851;43;7.77986e+04;2.39570e+01;3.24742e+03;12.520466;0.003794;1.192;0;0;0;0;0;0.743181;0.291967;0.451214;27.24;2.88;2;20;7;13;1.5745e+01;;;719.615;;6000.0;4.5;-0.25;101;;;;12.311704;0.048227;12;;NOT_AVAILABLE;215.71839680091;31.74407644622;131.85618693778;-5.73482055830;0;0;0;1;1;0;0;0;0;1;0;0.000000;0.000000;0.999843;;;;;;;;;;;;;;;;;;;;;;;;;;;1223430671;122061326921023240;0.028115;1;0;8;171231657;1237670964308410686;0.027728;1;0;8;;;;;;;;;;;URAT1-509150248;0.045116;40;64166481;1;0;J085046.08+114308.2;0.037655;8;454291133;1;0;38471647;5188637;1.409723;1;0;8;N8X7000134;0.053958;8;620252326;1;0;;;;;;08504609+1143082;0.088670;8;328438327;1;0;;;;;;132.69204839140;11.71897153429;0.399835;0.289750;-0.1907
